filename,atom_count
qmof-1e3de68.cif,64
qmof-198219a.cif,112
qmof-fa30668.cif,100
qmof-9cd8266.cif,148
qmof-431c61c.cif,134
qmof-b334eed.cif,44
qmof-e7c85fd.cif,232
qmof-bf1dda8.cif,264
qmof-42b2d04.cif,144
qmof-cd6b0e0.cif,124
qmof-aca06b1.cif,106
qmof-33cc193.cif,96
qmof-233c525.cif,116
qmof-12fff70.cif,105
qmof-4973626.cif,91
qmof-6abc890.cif,136
qmof-62da585.cif,90
qmof-3eee18d.cif,81
qmof-bec2181.cif,56
qmof-da4f926.cif,124
qmof-fb472cc.cif,100
qmof-21587e2.cif,244
qmof-892f04c.cif,106
qmof-7983944.cif,54
qmof-a1ca12c.cif,130
qmof-03d0a12.cif,60
qmof-1a060e4.cif,64
qmof-859b832.cif,132
qmof-afc4c90.cif,82
qmof-5c23399.cif,84
qmof-0a86756.cif,72
qmof-26534ff.cif,50
qmof-be50f36.cif,80
qmof-28e7dd1.cif,312
qmof-b6754fb.cif,228
qmof-bb33e4d.cif,50
qmof-d8fda74.cif,172
qmof-25451e6.cif,92
qmof-3b51d4f.cif,132
qmof-e55df67.cif,90
qmof-b44aef2.cif,196
qmof-67396eb.cif,76
qmof-c30b37f.cif,54
qmof-3b46c12.cif,78
qmof-2f708fd.cif,92
qmof-c48387a.cif,62
qmof-d90261d.cif,64
qmof-f48c59c.cif,54
qmof-c07112a.cif,252
qmof-1269b58.cif,30
qmof-855c443.cif,102
qmof-6e8fd48.cif,157
qmof-b727e60.cif,62
qmof-e4e6540.cif,92
qmof-01027d7.cif,58
qmof-5024817.cif,108
qmof-136fa43.cif,103
qmof-3d7d270.cif,79
qmof-d3b7ad4.cif,74
qmof-25baf67.cif,260
qmof-0fa90ce.cif,200
qmof-96eb4ec.cif,108
qmof-3dbfef1.cif,44
qmof-8f41817.cif,54
qmof-798e431.cif,168
qmof-dda1cb2.cif,110
qmof-cda7b48.cif,47
qmof-0bc984a.cif,116
qmof-9443441.cif,92
qmof-80d4a16.cif,88
qmof-62f985c.cif,89
qmof-15fdf79.cif,140
qmof-42da793.cif,172
qmof-deef83c.cif,106
qmof-90fd6f6.cif,78
qmof-9c038df.cif,76
qmof-442efa0.cif,128
qmof-d1efdeb.cif,42
qmof-f9c5ca5.cif,52
qmof-0a53ef7.cif,84
qmof-f3c6526.cif,68
qmof-09bb09e.cif,184
qmof-0b09ca3.cif,140
qmof-2f0e2e8.cif,40
qmof-c6160cd.cif,96
qmof-887e94f.cif,46
qmof-c6ed6e6.cif,110
qmof-ddb5585.cif,100
qmof-e34c36e.cif,82
qmof-f1acf8c.cif,82
qmof-71a7346.cif,70
qmof-845a215.cif,78
qmof-7143528.cif,84
qmof-2d067ad.cif,112
qmof-6dead95.cif,92
qmof-d475ee7.cif,244
qmof-7cd572e.cif,108
qmof-b3296f3.cif,202
qmof-ad50634.cif,104
qmof-f8a32e3.cif,72
qmof-611dbd4.cif,84
qmof-15c71e3.cif,54
qmof-66698de.cif,88
qmof-d99607b.cif,106
qmof-30293ad.cif,102
qmof-8809609.cif,90
qmof-b243d26.cif,104
qmof-2e50f50.cif,148
qmof-835ab05.cif,80
qmof-3e11821.cif,48
qmof-3a36b27.cif,50
qmof-fb361ae.cif,46
qmof-8c5eb85.cif,200
qmof-be4ff6a.cif,40
qmof-668c8ab.cif,108
qmof-45da32e.cif,52
qmof-fa074f8.cif,88
qmof-ab5e0e2.cif,108
qmof-63a1c88.cif,68
qmof-fa87b9a.cif,100
qmof-daddfb7.cif,122
qmof-ef32174.cif,30
qmof-8b3b2f2.cif,92
qmof-6756c93.cif,94
qmof-7bca5df.cif,122
qmof-938e807.cif,192
qmof-d208280.cif,72
qmof-9f865ef.cif,140
qmof-6d57f92.cif,124
qmof-cea3393.cif,84
qmof-0e8b60f.cif,136
qmof-d6cf7a2.cif,82
qmof-d1ed4a4.cif,110
qmof-103e2b6.cif,64
qmof-480b093.cif,72
qmof-79ae55e.cif,64
qmof-e16b9a1.cif,100
qmof-c4a9fa1.cif,196
qmof-6e23252.cif,78
qmof-78f079f.cif,268
qmof-2cd9068.cif,102
qmof-ddb13bd.cif,132
qmof-2a1c54e.cif,62
qmof-5afef8e.cif,44
qmof-dbd21cd.cif,115
qmof-cd4a060.cif,104
qmof-41255fd.cif,56
qmof-545e186.cif,122
qmof-a0e9b68.cif,82
qmof-eae6c15.cif,62
qmof-6fbadf4.cif,96
qmof-88ffdd8.cif,58
qmof-af7608c.cif,364
qmof-4815e94.cif,80
qmof-186abaa.cif,44
qmof-104e204.cif,174
qmof-9ac831b.cif,76
qmof-952ab8a.cif,280
qmof-e1c79f2.cif,55
qmof-8d610b4.cif,60
qmof-66c96d5.cif,132
qmof-56b47d4.cif,86
qmof-1ff5688.cif,78
qmof-f8732c3.cif,108
qmof-cb092ca.cif,56
qmof-cc51504.cif,68
qmof-c848195.cif,188
qmof-1329145.cif,108
qmof-56f3712.cif,44
qmof-acddbab.cif,28
qmof-3a1b292.cif,61
qmof-80ae316.cif,118
qmof-bc6e9ad.cif,92
qmof-68b670c.cif,51
qmof-70d5ada.cif,212
qmof-2e18852.cif,85
qmof-1779479.cif,52
qmof-1339fce.cif,90
qmof-f0447b0.cif,48
qmof-c81c070.cif,60
qmof-e78c96e.cif,92
qmof-4dcea3e.cif,300
qmof-480bd21.cif,110
qmof-5d3a22f.cif,20
qmof-0e5e7e0.cif,110
qmof-621adc5.cif,156
qmof-fead38a.cif,84
qmof-db8d843.cif,140
qmof-a5309c0.cif,48
qmof-e54730e.cif,194
qmof-e5ce6a3.cif,66
qmof-cce872e.cif,116
qmof-0f6b856.cif,180
qmof-63d90f9.cif,107
qmof-46c0431.cif,96
qmof-2d4b95d.cif,165
qmof-48c47a7.cif,65
qmof-6203b43.cif,96
qmof-1f1fa29.cif,82
qmof-fc22622.cif,68
qmof-f524161.cif,114
qmof-26a5292.cif,57
qmof-fa0fb1d.cif,173
qmof-74432dc.cif,92
qmof-a10e584.cif,216
qmof-20f3edb.cif,88
qmof-7e5ffee.cif,104
qmof-26056e4.cif,46
qmof-67def0f.cif,150
qmof-3435b39.cif,84
qmof-fe7db0d.cif,128
qmof-ac2b430.cif,50
qmof-1b305ca.cif,114
qmof-8d641bc.cif,120
qmof-5be9b7e.cif,53
qmof-df3c618.cif,82
qmof-b4a7320.cif,66
qmof-f6f1359.cif,88
qmof-1aee7e9.cif,140
qmof-45846c3.cif,100
qmof-ab2218a.cif,80
qmof-08b8104.cif,42
qmof-a2d4b80.cif,144
qmof-5704a73.cif,96
qmof-e2065ab.cif,228
qmof-45e1a1c.cif,50
qmof-ab60730.cif,58
qmof-40bbb80.cif,72
qmof-a8a3590.cif,144
qmof-b5a4fdc.cif,80
qmof-e0fa875.cif,76
qmof-25628aa.cif,136
qmof-12dfe13.cif,92
qmof-35b83fb.cif,136
qmof-c330eaf.cif,110
qmof-10920d5.cif,176
qmof-f212589.cif,102
qmof-e647695.cif,120
qmof-f8c7a01.cif,47
qmof-0b22857.cif,72
qmof-890bde1.cif,147
qmof-38d84a5.cif,136
qmof-65a0364.cif,56
qmof-121c857.cif,108
qmof-a72a09b.cif,92
qmof-35705d6.cif,40
qmof-6d8b4ff.cif,180
qmof-2742f35.cif,86
qmof-89b4508.cif,270
qmof-bb340c4.cif,78
qmof-cdc8443.cif,216
qmof-6f5ab21.cif,56
qmof-743e808.cif,118
qmof-3787d32.cif,44
qmof-390913b.cif,82
qmof-252e6ca.cif,140
qmof-6c58181.cif,242
qmof-ec4da0e.cif,212
qmof-0736fd1.cif,80
qmof-5a49de7.cif,100
qmof-5b797c5.cif,148
qmof-e38ab74.cif,252
qmof-07ecb86.cif,72
qmof-1044bb0.cif,37
qmof-78cbecc.cif,50
qmof-b59597a.cif,220
qmof-8bc7424.cif,61
qmof-2fb9d0e.cif,140
qmof-ef3c6e0.cif,50
qmof-409e539.cif,170
qmof-137f330.cif,198
qmof-3a234ae.cif,124
qmof-b760bf5.cif,80
qmof-d94dea9.cif,136
qmof-bac9b75.cif,100
qmof-d8425cd.cif,228
qmof-f295c03.cif,92
qmof-b867fda.cif,224
qmof-37ec311.cif,126
qmof-99bbd67.cif,138
qmof-984892e.cif,422
qmof-ac814d2.cif,56
qmof-f57d4ed.cif,80
qmof-6f5eeb5.cif,140
qmof-11e62e0.cif,46
qmof-e02c627.cif,214
qmof-2000cb0.cif,70
qmof-612faa4.cif,52
qmof-94ee8a1.cif,66
qmof-90245ee.cif,108
qmof-cf6922c.cif,84
qmof-bc6d0a0.cif,54
qmof-da66f66.cif,72
qmof-7afc422.cif,92
qmof-150781e.cif,98
qmof-a0aca25.cif,44
qmof-15c6dbd.cif,186
qmof-32c9b25.cif,110
qmof-fdb520d.cif,149
qmof-541d78e.cif,106
qmof-d9f6091.cif,300
qmof-7cc3a8d.cif,152
qmof-90ad635.cif,132
qmof-7f871cd.cif,252
qmof-537f47f.cif,156
qmof-349a88c.cif,76
qmof-e34a57f.cif,82
qmof-09dc27f.cif,144
qmof-c24c5a7.cif,56
qmof-13fcfdd.cif,292
qmof-77b431c.cif,38
qmof-aaea2ae.cif,156
qmof-2a7135e.cif,52
qmof-dab2758.cif,150
qmof-4028dc6.cif,53
qmof-bd45ea2.cif,122
qmof-82c907a.cif,108
qmof-a07cb94.cif,144
qmof-918b373.cif,69
qmof-99f580b.cif,72
qmof-86031cd.cif,92
qmof-ad11f37.cif,70
qmof-182ba74.cif,136
qmof-7961300.cif,92
qmof-d55dcc4.cif,78
qmof-3cf9abb.cif,86
qmof-2f3b6d6.cif,78
qmof-cc3b49d.cif,68
qmof-cb28ce2.cif,78
qmof-398e798.cif,104
qmof-33386bb.cif,54
qmof-3d5971c.cif,96
qmof-ca43af8.cif,100
qmof-c14a8e9.cif,90
qmof-380a2f6.cif,84
qmof-010dd4a.cif,50
qmof-dc165ea.cif,176
qmof-129e0cb.cif,96
qmof-b009182.cif,36
qmof-2eeccc6.cif,180
qmof-cd2b932.cif,76
qmof-a7e6a8e.cif,80
qmof-ef49c96.cif,80
qmof-fffa2d9.cif,56
qmof-aa8413e.cif,144
qmof-3477ecf.cif,240
qmof-546dd2b.cif,100
qmof-7e74c2d.cif,44
qmof-8514929.cif,180
qmof-2a1c663.cif,116
qmof-14210e6.cif,62
qmof-d76bd38.cif,106
qmof-4f2ea18.cif,128
qmof-87a50bd.cif,162
qmof-113a0d9.cif,80
qmof-ff2fade.cif,64
qmof-a3dbed5.cif,62
qmof-2ad11cd.cif,113
qmof-46c4388.cif,69
qmof-187ab3a.cif,64
qmof-c9439fc.cif,116
qmof-fd9ee59.cif,108
qmof-bb2d32e.cif,232
qmof-f5e0bce.cif,80
qmof-1b95eee.cif,90
qmof-e7919bd.cif,260
qmof-c042375.cif,84
qmof-57e4499.cif,112
qmof-7f1a187.cif,88
qmof-ed77021.cif,244
qmof-cc6b28f.cif,136
qmof-953d07d.cif,168
qmof-641b71e.cif,92
qmof-fdbbab3.cif,66
qmof-760037b.cif,78
qmof-6454b36.cif,72
qmof-b0969e6.cif,84
qmof-6f8a430.cif,98
qmof-66a37f1.cif,140
qmof-ba621d1.cif,260
qmof-aec449c.cif,74
qmof-28cec93.cif,408
qmof-8f34360.cif,52
qmof-da7388e.cif,84
qmof-63b633e.cif,132
qmof-1275915.cif,32
qmof-18b34f3.cif,230
qmof-2f0a7d6.cif,98
qmof-8e34fd9.cif,50
qmof-73a5875.cif,104
qmof-bff657f.cif,98
qmof-78ccc0f.cif,57
qmof-26d80f2.cif,144
qmof-8893f42.cif,32
qmof-4280630.cif,110
qmof-43f8428.cif,64
qmof-a02cfee.cif,114
qmof-9d64cd2.cif,92
qmof-7fc2a3c.cif,41
qmof-99abeac.cif,86
qmof-4493e93.cif,80
qmof-04881df.cif,62
qmof-9a8be97.cif,92
qmof-159127d.cif,214
qmof-f007d80.cif,312
qmof-f8fe9ac.cif,222
qmof-ff1a19b.cif,72
qmof-1e2bfe2.cif,109
qmof-2c4892a.cif,42
qmof-c30e806.cif,112
qmof-8544627.cif,59
qmof-6cf1500.cif,148
qmof-583fba3.cif,51
qmof-6848f68.cif,92
qmof-413f421.cif,86
qmof-15bc1db.cif,272
qmof-004947a.cif,108
qmof-229d67d.cif,106
qmof-dc281d9.cif,72
qmof-a47217e.cif,69
qmof-fc5594c.cif,88
qmof-f37d8e8.cif,140
qmof-f151cd3.cif,67
qmof-29b54a6.cif,228
qmof-96bfe65.cif,86
qmof-17124a7.cif,26
qmof-9d28a0a.cif,84
qmof-430704b.cif,120
qmof-6270ffb.cif,90
qmof-015ea49.cif,212
qmof-b16b8c8.cif,38
qmof-abe19f3.cif,148
qmof-3f821f2.cif,62
qmof-c808556.cif,64
qmof-e778e22.cif,74
qmof-75d6a44.cif,41
qmof-27f7861.cif,88
qmof-2f10c76.cif,86
qmof-2e883c9.cif,70
qmof-7b6134f.cif,53
qmof-a4114e9.cif,100
qmof-d30ae56.cif,168
qmof-c08687d.cif,144
qmof-3abfd72.cif,162
qmof-9f90a7e.cif,70
qmof-e7a4b35.cif,300
qmof-cd9a14c.cif,196
qmof-a915127.cif,138
qmof-dac0019.cif,48
qmof-2e3199e.cif,58
qmof-2689225.cif,94
qmof-5ba77d8.cif,106
qmof-68a8f48.cif,134
qmof-dba9b91.cif,108
qmof-8634ca3.cif,148
qmof-185eeb8.cif,62
qmof-8d90f69.cif,68
qmof-b780466.cif,135
qmof-a4d563a.cif,188
qmof-f088d9c.cif,42
qmof-6e32feb.cif,122
qmof-87ddac8.cif,136
qmof-eac69bf.cif,76
qmof-7867d26.cif,96
qmof-de74ec5.cif,98
qmof-dfb9982.cif,72
qmof-7bff871.cif,148
qmof-78b016a.cif,99
qmof-3826428.cif,136
qmof-adff872.cif,93
qmof-7de6775.cif,98
qmof-ef49ee3.cif,169
qmof-eed9b73.cif,171
qmof-f51fae1.cif,46
qmof-68f7719.cif,100
qmof-9bd849f.cif,136
qmof-c570ff7.cif,80
qmof-663129a.cif,104
qmof-a5e17b9.cif,74
qmof-aef345f.cif,54
qmof-2bf71ce.cif,100
qmof-0dc0fe6.cif,48
qmof-53b6a0f.cif,184
qmof-e15198f.cif,140
qmof-91c9eea.cif,122
qmof-a7ef366.cif,94
qmof-0c65e4f.cif,94
qmof-8fa9c85.cif,98
qmof-fd5d0f6.cif,128
qmof-c461512.cif,136
qmof-4453ec1.cif,116
qmof-b37eb52.cif,78
qmof-18e6c5c.cif,200
qmof-b93ab48.cif,128
qmof-28aae3b.cif,84
qmof-d7fa9b6.cif,62
qmof-cfe9c1c.cif,64
qmof-2549388.cif,166
qmof-5efa150.cif,162
qmof-7931216.cif,92
qmof-4e43c11.cif,180
qmof-a442a79.cif,50
qmof-ef61bbc.cif,180
qmof-fef0729.cif,100
qmof-b0775d6.cif,64
qmof-5ecb223.cif,56
qmof-ab17fad.cif,128
qmof-882b66c.cif,112
qmof-6f15100.cif,91
qmof-8281b85.cif,84
qmof-64b7989.cif,53
qmof-00e611b.cif,74
qmof-73e172a.cif,82
qmof-76f9a91.cif,56
qmof-376455d.cif,96
qmof-0e0afb1.cif,210
qmof-1e5e473.cif,94
qmof-a4bad47.cif,40
qmof-e98c409.cif,138
qmof-21f4e09.cif,29
qmof-07cc468.cif,186
qmof-1f8e39f.cif,78
qmof-b537f4f.cif,72
qmof-3a50fd2.cif,150
qmof-24c9b47.cif,46
qmof-d7de157.cif,30
qmof-b4f2a15.cif,66
qmof-d9209b4.cif,80
qmof-cc1d215.cif,248
qmof-855bf9c.cif,44
qmof-d58defd.cif,58
qmof-e5a2fd9.cif,112
qmof-0d21efa.cif,101
qmof-dd76d21.cif,124
qmof-d9d4912.cif,185
qmof-4716b44.cif,76
qmof-b3fa08c.cif,64
qmof-49593d6.cif,172
qmof-a8a00f1.cif,68
qmof-78e92bb.cif,98
qmof-bab2a52.cif,132
qmof-c4a69d9.cif,126
qmof-374a046.cif,82
qmof-bdb3b9f.cif,156
qmof-13fa4bc.cif,94
qmof-ff78bea.cif,216
qmof-bdc796a.cif,156
qmof-8b54b98.cif,178
qmof-08a8daa.cif,118
qmof-f921012.cif,328
qmof-7a3e0a3.cif,96
qmof-56a6574.cif,96
qmof-633a43e.cif,61
qmof-82a10be.cif,88
qmof-c576985.cif,128
qmof-136a607.cif,128
qmof-9c02f4e.cif,100
qmof-b731939.cif,52
qmof-5fcce5a.cif,122
qmof-3ada75c.cif,108
qmof-e2c1370.cif,254
qmof-104309e.cif,118
qmof-52d60d3.cif,80
qmof-68c64b9.cif,68
qmof-bc2478d.cif,110
qmof-3a344c4.cif,66
qmof-98009e1.cif,82
qmof-9dc3f95.cif,80
qmof-fc91dd9.cif,208
qmof-82448a7.cif,144
qmof-54a03a4.cif,126
qmof-ab4113e.cif,128
qmof-c0cf89e.cif,138
qmof-f681436.cif,86
qmof-267b04e.cif,112
qmof-56a3cc3.cif,88
qmof-33a8e8b.cif,128
qmof-bb63e19.cif,128
qmof-7da92ed.cif,68
qmof-81565fb.cif,100
qmof-ee8c30a.cif,136
qmof-46322fa.cif,64
qmof-f8266a0.cif,58
qmof-290b93c.cif,124
qmof-ffb25f2.cif,328
qmof-e842acf.cif,92
qmof-f747cbc.cif,130
qmof-564c0a3.cif,123
qmof-ef79ebc.cif,78
qmof-e88dad9.cif,76
qmof-0592de4.cif,62
qmof-307d2e1.cif,258
qmof-219f39d.cif,89
qmof-31b1596.cif,68
qmof-dd44358.cif,98
qmof-b26c8e2.cif,74
qmof-07d3562.cif,132
qmof-ea5cbd0.cif,57
qmof-bd46da1.cif,115
qmof-b1626c0.cif,196
qmof-f78bdeb.cif,53
qmof-8208646.cif,71
qmof-6011be7.cif,54
qmof-2d04c0a.cif,86
qmof-bc26dea.cif,102
qmof-6fa2d3c.cif,108
qmof-ba95831.cif,50
qmof-98f67f3.cif,108
qmof-1751505.cif,58
qmof-3ecaab7.cif,54
qmof-97c430f.cif,36
qmof-6323f10.cif,116
qmof-9f661a9.cif,98
qmof-d73a212.cif,138
qmof-d29bb99.cif,50
qmof-a208830.cif,184
qmof-70ccc93.cif,63
qmof-235245e.cif,112
qmof-0ad7d63.cif,98
qmof-9d07fdc.cif,44
qmof-15eff87.cif,94
qmof-46e5a60.cif,90
qmof-5533340.cif,82
qmof-bf5d627.cif,104
qmof-9a7b594.cif,62
qmof-65ef97b.cif,104
qmof-b6a2fc3.cif,80
qmof-2aae36a.cif,78
qmof-9f01ad2.cif,272
qmof-abc5fbe.cif,404
qmof-a62568c.cif,120
qmof-6c1d234.cif,92
qmof-076e8b4.cif,72
qmof-9619575.cif,134
qmof-17d2d80.cif,104
qmof-b1e5ed5.cif,108
qmof-573e45d.cif,118
qmof-11ed3e0.cif,88
qmof-88c6ebd.cif,30
qmof-c00d6a1.cif,96
qmof-9852a98.cif,36
qmof-6810890.cif,88
qmof-a827770.cif,164
qmof-d933760.cif,136
qmof-6afdb56.cif,48
qmof-be1b006.cif,50
qmof-6a97c17.cif,44
qmof-794dc0d.cif,88
qmof-3a578f8.cif,144
qmof-edf109c.cif,196
qmof-573c2f3.cif,232
qmof-c66194c.cif,36
qmof-911a5bf.cif,112
qmof-3465f36.cif,70
qmof-b76665a.cif,63
qmof-d03c776.cif,88
qmof-9444e9b.cif,62
qmof-0371cf3.cif,44
qmof-eaed70a.cif,110
qmof-9e6c541.cif,46
qmof-46d960b.cif,72
qmof-d962920.cif,180
qmof-2e63a4b.cif,82
qmof-1278662.cif,49
qmof-c970470.cif,118
qmof-e669187.cif,46
qmof-d38bd9e.cif,190
qmof-5efd25c.cif,68
qmof-3cd1264.cif,76
qmof-e1269cf.cif,128
qmof-26ae89d.cif,88
qmof-e583b8f.cif,252
qmof-a3e1ee9.cif,388
qmof-df44cd7.cif,72
qmof-23a2940.cif,148
qmof-a17a1a7.cif,124
qmof-a6a8f49.cif,128
qmof-d65a785.cif,94
qmof-0e27a4a.cif,64
qmof-6e0dd49.cif,84
qmof-629f821.cif,104
qmof-30870a6.cif,46
qmof-8190505.cif,76
qmof-60cc485.cif,140
qmof-0512788.cif,210
qmof-d60bb3e.cif,80
qmof-1abfaf9.cif,232
qmof-9a67fd7.cif,112
qmof-e46f9a6.cif,376
qmof-d943a25.cif,190
qmof-01601f3.cif,124
qmof-2c3bc74.cif,78
qmof-f58091b.cif,96
qmof-bec91df.cif,102
qmof-5674ed3.cif,88
qmof-a93a8a2.cif,86
qmof-cfe9104.cif,172
qmof-72b8716.cif,114
qmof-a38c2fe.cif,45
qmof-c1a99db.cif,46
qmof-19ecede.cif,65
qmof-9e0f4d2.cif,100
qmof-b7eac83.cif,52
qmof-fa3a819.cif,84
qmof-e4e7c8a.cif,116
qmof-8266b5a.cif,78
qmof-09eb351.cif,94
qmof-e5e66c6.cif,80
qmof-d4bbd73.cif,214
qmof-41468e7.cif,50
qmof-da4607d.cif,92
qmof-d1250d1.cif,108
qmof-73c6324.cif,66
qmof-c28f3c5.cif,74
qmof-1bc82b5.cif,104
qmof-377f492.cif,74
qmof-d3129ea.cif,72
qmof-711c472.cif,53
qmof-213cb46.cif,76
qmof-885c8fc.cif,70
qmof-487f3f2.cif,224
qmof-9369b89.cif,72
qmof-dcca335.cif,90
qmof-ac29289.cif,35
qmof-7953340.cif,116
qmof-8d08cd1.cif,66
qmof-d868ada.cif,148
qmof-e40f7eb.cif,50
qmof-844e4f4.cif,256
qmof-7f88bd0.cif,82
qmof-3165240.cif,29
qmof-1ad2593.cif,220
qmof-d972a90.cif,88
qmof-b1632e7.cif,62
qmof-6851f8d.cif,98
qmof-fb95d60.cif,76
qmof-39f26c0.cif,80
qmof-fc59056.cif,140
qmof-37aec10.cif,58
qmof-dad89de.cif,170
qmof-d53eb5d.cif,126
qmof-6eefd42.cif,196
qmof-50413d8.cif,76
qmof-bd2004d.cif,124
qmof-7893b70.cif,96
qmof-483be7f.cif,37
qmof-8955ecc.cif,120
qmof-6b29f4f.cif,117
qmof-6500a22.cif,64
qmof-1258c57.cif,156
qmof-6efe8f8.cif,92
qmof-51c2b67.cif,172
qmof-35c6fe6.cif,136
qmof-658e9f3.cif,156
qmof-929b067.cif,114
qmof-419d66a.cif,52
qmof-186fc57.cif,48
qmof-55e2cda.cif,64
qmof-cea32da.cif,104
qmof-dadb631.cif,84
qmof-9a9eea2.cif,80
qmof-276e333.cif,110
qmof-075d3eb.cif,74
qmof-c1b5346.cif,116
qmof-7c7ec88.cif,92
qmof-a3d0c86.cif,94
qmof-fff0df1.cif,136
qmof-88f4e11.cif,74
qmof-483d39b.cif,110
qmof-f405a54.cif,83
qmof-aa24aa4.cif,102
qmof-40d82a8.cif,44
qmof-5e1f138.cif,104
qmof-9642661.cif,76
qmof-215dc85.cif,120
qmof-dda9113.cif,200
qmof-43aa38c.cif,116
qmof-55ae928.cif,178
qmof-a7efc17.cif,77
qmof-314b14f.cif,216
qmof-6815760.cif,48
qmof-cfc442e.cif,134
qmof-e135c8c.cif,88
qmof-160bc38.cif,94
qmof-839a2a7.cif,112
qmof-0b4817e.cif,56
qmof-cdab0e2.cif,180
qmof-7369f6c.cif,134
qmof-c5e9ea3.cif,134
qmof-5d4580f.cif,128
qmof-f6ba89b.cif,296
qmof-4187032.cif,372
qmof-3172fe0.cif,262
qmof-a13f65c.cif,120
qmof-217ed7d.cif,60
qmof-b0b1d6e.cif,114
qmof-e37432a.cif,86
qmof-2e121b8.cif,92
qmof-42b6d9f.cif,90
qmof-c398d5c.cif,112
qmof-d1cbf2f.cif,112
qmof-455307c.cif,68
qmof-bf55af2.cif,112
qmof-0a9c4b3.cif,144
qmof-e54c960.cif,86
qmof-94017ac.cif,60
qmof-ef2bb11.cif,104
qmof-7aa2739.cif,118
qmof-581d608.cif,96
qmof-28beae4.cif,140
qmof-c44dbdf.cif,88
qmof-ceee1fb.cif,182
qmof-fe66204.cif,120
qmof-f7c5619.cif,94
qmof-043ec9a.cif,132
qmof-54c5b1e.cif,100
qmof-efde02c.cif,268
qmof-e9454a4.cif,116
qmof-0669f40.cif,58
qmof-260ab77.cif,70
qmof-0d4a2d9.cif,88
qmof-702a0a9.cif,112
qmof-2b3c904.cif,72
qmof-9c7b613.cif,58
qmof-ab42336.cif,60
qmof-0b15fc2.cif,98
qmof-93f5d32.cif,50
qmof-66c3285.cif,324
qmof-803f80f.cif,72
qmof-efa5596.cif,208
qmof-a704d35.cif,138
qmof-9022510.cif,118
qmof-863a165.cif,141
qmof-cd46002.cif,144
qmof-09c181e.cif,82
qmof-9256da0.cif,72
qmof-f20fb04.cif,186
qmof-6505e92.cif,122
qmof-82aeeb7.cif,126
qmof-3c3b297.cif,440
qmof-b16fea6.cif,220
qmof-829dfe7.cif,64
qmof-7886b6c.cif,146
qmof-48f26c5.cif,76
qmof-137c32e.cif,48
qmof-e683f71.cif,154
qmof-cccb3cf.cif,46
qmof-d38b97e.cif,328
qmof-c818b8d.cif,94
qmof-6aa7f5f.cif,200
qmof-1026675.cif,58
qmof-ce84df4.cif,71
qmof-918c8d1.cif,78
qmof-0afaf89.cif,66
qmof-d1d61f9.cif,73
qmof-b86fd8c.cif,52
qmof-13463bb.cif,114
qmof-84a1c20.cif,34
qmof-175a5d9.cif,96
qmof-f36bf66.cif,190
qmof-0a61a8e.cif,60
qmof-c2c7421.cif,96
qmof-e5376d7.cif,136
qmof-2cc3702.cif,58
qmof-f7c5ef4.cif,76
qmof-3e96a80.cif,68
qmof-5a5fe74.cif,102
qmof-7a9afb6.cif,72
qmof-6b20b7a.cif,200
qmof-13af5eb.cif,80
qmof-2596182.cif,62
qmof-9b11723.cif,99
qmof-e07df46.cif,64
qmof-01fcf4b.cif,50
qmof-8fe4b3e.cif,62
qmof-597cc0a.cif,106
qmof-9c487ce.cif,74
qmof-e029d32.cif,184
qmof-83d54f4.cif,68
qmof-2042bd9.cif,68
qmof-36fe364.cif,116
qmof-2408284.cif,128
qmof-84de781.cif,28
qmof-00e18cb.cif,53
qmof-9a09873.cif,60
qmof-17a4115.cif,116
qmof-e3b01b7.cif,94
qmof-d8bc158.cif,138
qmof-a74722c.cif,136
qmof-46f7d3f.cif,116
qmof-dc36a7d.cif,96
qmof-0c15bcd.cif,224
qmof-2337586.cif,116
qmof-3cf1a61.cif,232
qmof-bcebc11.cif,58
qmof-2bd31fe.cif,130
qmof-8442243.cif,232
qmof-08a6002.cif,56
qmof-90bddf0.cif,124
qmof-355afa1.cif,220
qmof-62c2018.cif,74
qmof-1d7e777.cif,106
qmof-5d60111.cif,94
qmof-cc9dbc2.cif,202
qmof-a24f2aa.cif,76
qmof-ecb63ad.cif,24
qmof-084244e.cif,86
qmof-e716d7b.cif,70
qmof-62aef15.cif,72
qmof-f7478bc.cif,234
qmof-4cd5f97.cif,64
qmof-5a4605f.cif,328
qmof-8a7f6ff.cif,104
qmof-e660055.cif,70
qmof-30356d7.cif,60
qmof-2cdf06a.cif,156
qmof-e834939.cif,116
qmof-5697fd8.cif,72
qmof-02e17f1.cif,102
qmof-6f69f19.cif,35
qmof-b0f27f3.cif,126
qmof-4dc7542.cif,40
qmof-9b0abc5.cif,70
qmof-cbe57c8.cif,62
qmof-08e81c7.cif,198
qmof-e5eed6a.cif,166
qmof-73c479b.cif,66
qmof-c22a135.cif,216
qmof-f93998c.cif,148
qmof-70b2910.cif,76
qmof-4534e74.cif,56
qmof-b86321e.cif,136
qmof-6f8c0ad.cif,290
qmof-ce0eb61.cif,86
qmof-229e397.cif,66
qmof-1b1031a.cif,78
qmof-0e578b6.cif,74
qmof-bf69fe8.cif,72
qmof-0daa435.cif,140
qmof-a4fe582.cif,72
qmof-0ea4b27.cif,98
qmof-f18d717.cif,40
qmof-5d499dc.cif,92
qmof-37e26c7.cif,80
qmof-8b14ecb.cif,60
qmof-61d7076.cif,74
